Array length | Linear index | Binary index | Datatype     | Linear Milliseconds  | Binary Milliseconds  | Binary Ms /w sort    | Sort Milliseconds    
1000000      | 69352        | 261266       | List         | 0,209500             | 0,001100 ms          | 261,113200 ms        | 261,112100 ms       Binært søk 190,45 ganger raskere. Med sortering: Lineært søk 1246,36 ganger raskere.
1000000      | 580810       | 186032       | List         | 1,575200             | 0,000500 ms          | 261,343600 ms        | 261,343100 ms       Binært søk 3150,40 ganger raskere. Med sortering: Lineært søk 165,91 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,866200             | 0,000300 ms          | 249,963900 ms        | 249,963600 ms       Binært søk 9554,00 ganger raskere. Med sortering: Lineært søk 87,21 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,439600             | 0,000400 ms          | 256,283700 ms        | 256,283300 ms       Binært søk 6099,00 ganger raskere. Med sortering: Lineært søk 105,05 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,657300             | 0,000400 ms          | 243,103500 ms        | 243,103100 ms       Binært søk 6643,25 ganger raskere. Med sortering: Lineært søk 91,49 ganger raskere.
10000000     | 6512790      | 6153205      | List         | 16,411700            | 0,001900 ms          | 2783,326200 ms       | 2783,324300 ms      Binært søk 8637,74 ganger raskere. Med sortering: Lineært søk 169,59 ganger raskere.
10000000     | 6697903      | 3584046      | List         | 16,859600            | 0,002300 ms          | 2809,008000 ms       | 2809,005700 ms      Binært søk 7330,26 ganger raskere. Med sortering: Lineært søk 166,61 ganger raskere.
10000000     | 1154950      | 4027476      | List         | 2,803200             | 0,002300 ms          | 2803,368100 ms       | 2803,365800 ms      Binært søk 1218,78 ganger raskere. Med sortering: Lineært søk 1000,06 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,937400            | 0,000700 ms          | 2830,541800 ms       | 2830,541100 ms      Binært søk 35624,86 ganger raskere. Med sortering: Lineært søk 113,51 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,664500            | 0,001100 ms          | 2809,471000 ms       | 2809,469900 ms      Binært søk 22422,27 ganger raskere. Med sortering: Lineært søk 113,91 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,898200            | 0,000800 ms          | 2885,585400 ms       | 2885,584600 ms      Binært søk 31122,75 ganger raskere. Med sortering: Lineært søk 115,90 ganger raskere.
1000         | 36           | 22           | List         | 0,046100             | 0,051900 ms          | 0,482300 ms          | 0,430400 ms         Lineært søk 1,13 ganger raskere. Med sortering: Lineært søk 10,46 ganger raskere.
1000         | 191          | 668          | List         | 0,000700             | 0,000200 ms          | 0,267100 ms          | 0,266900 ms         Binært søk 3,50 ganger raskere. Med sortering: Lineært søk 381,57 ganger raskere.
1000         | 461          | 752          | List         | 0,002500             | 0,000200 ms          | 0,340300 ms          | 0,340100 ms         Binært søk 12,50 ganger raskere. Med sortering: Lineært søk 136,12 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004500             | 0,000200 ms          | 0,330400 ms          | 0,330200 ms         Binært søk 22,50 ganger raskere. Med sortering: Lineært søk 73,42 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004700             | 0,000200 ms          | 0,351400 ms          | 0,351200 ms         Binært søk 23,50 ganger raskere. Med sortering: Lineært søk 74,77 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004100             | 0,000200 ms          | 0,381000 ms          | 0,380800 ms         Binært søk 20,50 ganger raskere. Med sortering: Lineært søk 92,93 ganger raskere.
10000        | 8732         | 9674         | List         | 0,027000             | 0,000300 ms          | 2,846200 ms          | 2,845900 ms         Binært søk 90,00 ganger raskere. Med sortering: Lineært søk 105,41 ganger raskere.
10000        | 641          | 2596         | List         | 0,001900             | 0,000200 ms          | 2,907600 ms          | 2,907400 ms         Binært søk 9,50 ganger raskere. Med sortering: Lineært søk 1530,32 ganger raskere.
10000        | 243          | 5194         | List         | 0,001300             | 0,000300 ms          | 4,496900 ms          | 4,496600 ms         Binært søk 4,33 ganger raskere. Med sortering: Lineært søk 3459,15 ganger raskere.
10000        | Not found    | Not found    | List         | 0,042600             | 0,000300 ms          | 3,014300 ms          | 3,014000 ms         Binært søk 142,00 ganger raskere. Med sortering: Lineært søk 70,76 ganger raskere.
10000        | Not found    | Not found    | List         | 0,026900             | 0,000200 ms          | 2,129500 ms          | 2,129300 ms         Binært søk 134,50 ganger raskere. Med sortering: Lineært søk 79,16 ganger raskere.
10000        | Not found    | Not found    | List         | 0,040600             | 0,000300 ms          | 3,007400 ms          | 3,007100 ms         Binært søk 135,33 ganger raskere. Med sortering: Lineært søk 74,07 ganger raskere.
100000       | 27791        | 55900        | List         | 0,098000             | 0,000300 ms          | 33,549700 ms         | 33,549400 ms        Binært søk 326,67 ganger raskere. Med sortering: Lineært søk 342,34 ganger raskere.
100000       | 34028        | 95609        | List         | 0,137300             | 0,000300 ms          | 27,550200 ms         | 27,549900 ms        Binært søk 457,67 ganger raskere. Med sortering: Lineært søk 200,66 ganger raskere.
100000       | 6974         | 26759        | List         | 0,028200             | 0,000400 ms          | 30,262500 ms         | 30,262100 ms        Binært søk 70,50 ganger raskere. Med sortering: Lineært søk 1073,14 ganger raskere.
100000       | Not found    | Not found    | List         | 0,544900             | 0,000200 ms          | 27,622900 ms         | 27,622700 ms        Binært søk 2724,50 ganger raskere. Med sortering: Lineært søk 50,69 ganger raskere.
100000       | Not found    | Not found    | List         | 0,381400             | 0,000300 ms          | 22,576300 ms         | 22,576000 ms        Binært søk 1271,33 ganger raskere. Med sortering: Lineært søk 59,19 ganger raskere.
100000       | Not found    | Not found    | List         | 0,266700             | 0,000300 ms          | 27,311200 ms         | 27,310900 ms        Binært søk 889,00 ganger raskere. Med sortering: Lineært søk 102,40 ganger raskere.
1000000      | 250992       | 557743       | List         | 0,768800             | 0,006500 ms          | 247,641700 ms        | 247,635200 ms       Binært søk 118,28 ganger raskere. Med sortering: Lineært søk 322,11 ganger raskere.
1000000      | 605680       | 908497       | List         | 1,839000             | 0,000500 ms          | 246,509800 ms        | 246,509300 ms       Binært søk 3678,00 ganger raskere. Med sortering: Lineært søk 134,05 ganger raskere.
1000000      | 94939        | 172188       | List         | 0,344100             | 0,000600 ms          | 248,866200 ms        | 248,865600 ms       Binært søk 573,50 ganger raskere. Med sortering: Lineært søk 723,24 ganger raskere.
1000000      | Not found    | Not found    | List         | 3,104400             | 0,000200 ms          | 247,140000 ms        | 247,139800 ms       Binært søk 15522,00 ganger raskere. Med sortering: Lineært søk 79,61 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,744400             | 0,000300 ms          | 248,659000 ms        | 248,658700 ms       Binært søk 9148,00 ganger raskere. Med sortering: Lineært søk 90,61 ganger raskere.
1000000      | Not found    | Not found    | List         | 3,097000             | 0,000300 ms          | 252,544100 ms        | 252,543800 ms       Binært søk 10323,33 ganger raskere. Med sortering: Lineært søk 81,54 ganger raskere.
10000000     | 1197139      | 4451177      | List         | 3,345600             | 0,002200 ms          | 2785,679500 ms       | 2785,677300 ms      Binært søk 1520,73 ganger raskere. Med sortering: Lineært søk 832,64 ganger raskere.
10000000     | 8009847      | 3315491      | List         | 20,772100            | 0,002100 ms          | 2828,141000 ms       | 2828,138900 ms      Binært søk 9891,48 ganger raskere. Med sortering: Lineært søk 136,15 ganger raskere.
10000000     | 5351736      | 311989       | List         | 13,591100            | 0,001400 ms          | 2892,944800 ms       | 2892,943400 ms      Binært søk 9707,93 ganger raskere. Med sortering: Lineært søk 212,86 ganger raskere.
10000000     | Not found    | Not found    | List         | 26,368800            | 0,000700 ms          | 2880,546600 ms       | 2880,545900 ms      Binært søk 37669,71 ganger raskere. Med sortering: Lineært søk 109,24 ganger raskere.
10000000     | Not found    | Not found    | List         | 25,036300            | 0,000700 ms          | 2879,442400 ms       | 2879,441700 ms      Binært søk 35766,14 ganger raskere. Med sortering: Lineært søk 115,01 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,504600            | 0,000600 ms          | 2895,885700 ms       | 2895,885100 ms      Binært søk 40841,00 ganger raskere. Med sortering: Lineært søk 118,18 ganger raskere.
1000         | 578          | 53           | List         | 0,044900             | 0,045300 ms          | 0,441800 ms          | 0,396500 ms         Lineært søk 1,01 ganger raskere. Med sortering: Lineært søk 9,84 ganger raskere.
1000         | 70           | 451          | List         | 0,000400             | 0,000200 ms          | 0,298000 ms          | 0,297800 ms         Binært søk 2,00 ganger raskere. Med sortering: Lineært søk 745,00 ganger raskere.
1000         | 839          | 498          | List         | 0,003800             | 0,000200 ms          | 0,313800 ms          | 0,313600 ms         Binært søk 19,00 ganger raskere. Med sortering: Lineært søk 82,58 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004200             | 0,000200 ms          | 0,339700 ms          | 0,339500 ms         Binært søk 21,00 ganger raskere. Med sortering: Lineært søk 80,88 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002600             | 0,000200 ms          | 0,243500 ms          | 0,243300 ms         Binært søk 13,00 ganger raskere. Med sortering: Lineært søk 93,65 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002500             | 0,000200 ms          | 0,227800 ms          | 0,227600 ms         Binært søk 12,50 ganger raskere. Med sortering: Lineært søk 91,12 ganger raskere.
10000        | 3860         | 4413         | List         | 0,009800             | 0,000200 ms          | 2,664200 ms          | 2,664000 ms         Binært søk 49,00 ganger raskere. Med sortering: Lineært søk 271,86 ganger raskere.
10000        | 4197         | 4408         | List         | 0,010300             | 0,000400 ms          | 2,832400 ms          | 2,832000 ms         Binært søk 25,75 ganger raskere. Med sortering: Lineært søk 274,99 ganger raskere.
10000        | 910          | 4984         | List         | 0,002400             | 0,000100 ms          | 2,999700 ms          | 2,999600 ms         Binært søk 24,00 ganger raskere. Med sortering: Lineært søk 1249,88 ganger raskere.
10000        | Not found    | Not found    | List         | 0,039400             | 0,000400 ms          | 2,340200 ms          | 2,339800 ms         Binært søk 98,50 ganger raskere. Med sortering: Lineært søk 59,40 ganger raskere.
10000        | Not found    | Not found    | List         | 0,035100             | 0,000300 ms          | 2,573000 ms          | 2,572700 ms         Binært søk 117,00 ganger raskere. Med sortering: Lineært søk 73,30 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024400             | 0,000200 ms          | 1,880400 ms          | 1,880200 ms         Binært søk 122,00 ganger raskere. Med sortering: Lineært søk 77,07 ganger raskere.
100000       | 747          | 14392        | List         | 0,002500             | 0,000300 ms          | 29,922200 ms         | 29,921900 ms        Binært søk 8,33 ganger raskere. Med sortering: Lineært søk 11968,88 ganger raskere.
100000       | 52655        | 37830        | List         | 0,190900             | 0,000400 ms          | 25,129900 ms         | 25,129500 ms        Binært søk 477,25 ganger raskere. Med sortering: Lineært søk 131,64 ganger raskere.
100000       | 46454        | 10694        | List         | 0,112600             | 0,000200 ms          | 23,640100 ms         | 23,639900 ms        Binært søk 563,00 ganger raskere. Med sortering: Lineært søk 209,95 ganger raskere.
100000       | Not found    | Not found    | List         | 0,623200             | 0,000400 ms          | 25,824800 ms         | 25,824400 ms        Binært søk 1558,00 ganger raskere. Med sortering: Lineært søk 41,44 ganger raskere.
100000       | Not found    | Not found    | List         | 0,246500             | 0,000300 ms          | 20,773200 ms         | 20,772900 ms        Binært søk 821,67 ganger raskere. Med sortering: Lineært søk 84,27 ganger raskere.
100000       | Not found    | Not found    | List         | 0,304700             | 0,000100 ms          | 25,919400 ms         | 25,919300 ms        Binært søk 3047,00 ganger raskere. Med sortering: Lineært søk 85,07 ganger raskere.
1000000      | 494216       | 960757       | List         | 1,197200             | 0,006600 ms          | 252,835000 ms        | 252,828400 ms       Binært søk 181,39 ganger raskere. Med sortering: Lineært søk 211,19 ganger raskere.
1000000      | 351138       | 873620       | List         | 1,107900             | 0,000300 ms          | 259,363800 ms        | 259,363500 ms       Binært søk 3693,00 ganger raskere. Med sortering: Lineært søk 234,10 ganger raskere.
1000000      | 154068       | 368772       | List         | 0,501300             | 0,001100 ms          | 262,763000 ms        | 262,761900 ms       Binært søk 455,73 ganger raskere. Med sortering: Lineært søk 524,16 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,840700             | 0,000200 ms          | 248,648100 ms        | 248,647900 ms       Binært søk 14203,50 ganger raskere. Med sortering: Lineært søk 87,53 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,842900             | 0,000800 ms          | 247,707700 ms        | 247,706900 ms       Binært søk 3553,62 ganger raskere. Med sortering: Lineært søk 87,13 ganger raskere.
1000000      | Not found    | Not found    | List         | 3,021300             | 0,000200 ms          | 247,314900 ms        | 247,314700 ms       Binært søk 15106,50 ganger raskere. Med sortering: Lineært søk 81,86 ganger raskere.
10000000     | 2814242      | 4964496      | List         | 7,012600             | 0,001800 ms          | 2824,595800 ms       | 2824,594000 ms      Binært søk 3895,89 ganger raskere. Med sortering: Lineært søk 402,79 ganger raskere.
10000000     | 618966       | 436779       | List         | 1,757300             | 0,002100 ms          | 2855,044500 ms       | 2855,042400 ms      Binært søk 836,81 ganger raskere. Med sortering: Lineært søk 1624,68 ganger raskere.
10000000     | 5698759      | 5043757      | List         | 13,942800            | 0,001700 ms          | 2845,128400 ms       | 2845,126700 ms      Binært søk 8201,65 ganger raskere. Med sortering: Lineært søk 204,06 ganger raskere.
10000000     | Not found    | Not found    | List         | 25,446000            | 0,000500 ms          | 2872,694900 ms       | 2872,694400 ms      Binært søk 50892,00 ganger raskere. Med sortering: Lineært søk 112,89 ganger raskere.
10000000     | Not found    | Not found    | List         | 28,695600            | 0,000600 ms          | 2815,519000 ms       | 2815,518400 ms      Binært søk 47826,00 ganger raskere. Med sortering: Lineært søk 98,12 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,634700            | 0,000600 ms          | 2768,609900 ms       | 2768,609300 ms      Binært søk 41057,83 ganger raskere. Med sortering: Lineært søk 112,39 ganger raskere.
1000         | 80           | 979          | List         | 0,058900             | 0,046700 ms          | 0,494600 ms          | 0,447900 ms         Binært søk 1,26 ganger raskere. Med sortering: Lineært søk 8,40 ganger raskere.
1000         | 595          | 852          | List         | 0,001600             | 0,000200 ms          | 0,232900 ms          | 0,232700 ms         Binært søk 8,00 ganger raskere. Med sortering: Lineært søk 145,56 ganger raskere.
1000         | 463          | 357          | List         | 0,001700             | 0,000300 ms          | 0,323300 ms          | 0,323000 ms         Binært søk 5,67 ganger raskere. Med sortering: Lineært søk 190,18 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004300             | 0,000100 ms          | 0,337100 ms          | 0,337000 ms         Binært søk 43,00 ganger raskere. Med sortering: Lineært søk 78,40 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002600             | 0,000200 ms          | 0,249700 ms          | 0,249500 ms         Binært søk 13,00 ganger raskere. Med sortering: Lineært søk 96,04 ganger raskere.
1000         | Not found    | Not found    | List         | 0,004600             | 0,000200 ms          | 0,327500 ms          | 0,327300 ms         Binært søk 23,00 ganger raskere. Med sortering: Lineært søk 71,20 ganger raskere.
10000        | 824          | 1567         | List         | 0,002200             | 0,000300 ms          | 2,642300 ms          | 2,642000 ms         Binært søk 7,33 ganger raskere. Med sortering: Lineært søk 1201,05 ganger raskere.
10000        | 6124         | 3049         | List         | 0,025600             | 0,000300 ms          | 2,859300 ms          | 2,859000 ms         Binært søk 85,33 ganger raskere. Med sortering: Lineært søk 111,69 ganger raskere.
10000        | 1754         | 5934         | List         | 0,005500             | 0,000200 ms          | 3,136300 ms          | 3,136100 ms         Binært søk 27,50 ganger raskere. Med sortering: Lineært søk 570,24 ganger raskere.
10000        | Not found    | Not found    | List         | 0,030600             | 0,000200 ms          | 2,314200 ms          | 2,314000 ms         Binært søk 153,00 ganger raskere. Med sortering: Lineært søk 75,63 ganger raskere.
10000        | Not found    | Not found    | List         | 0,040500             | 0,000200 ms          | 2,635900 ms          | 2,635700 ms         Binært søk 202,50 ganger raskere. Med sortering: Lineært søk 65,08 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024700             | 0,000200 ms          | 1,836700 ms          | 1,836500 ms         Binært søk 123,50 ganger raskere. Med sortering: Lineært søk 74,36 ganger raskere.
100000       | 90058        | 96527        | List         | 0,274400             | 0,000200 ms          | 30,014900 ms         | 30,014700 ms        Binært søk 1372,00 ganger raskere. Med sortering: Lineært søk 109,38 ganger raskere.
100000       | 1359         | 66855        | List         | 0,004300             | 0,000300 ms          | 26,621900 ms         | 26,621600 ms        Binært søk 14,33 ganger raskere. Med sortering: Lineært søk 6191,14 ganger raskere.
100000       | 53165        | 52445        | List         | 0,161300             | 0,000300 ms          | 23,888500 ms         | 23,888200 ms        Binært søk 537,67 ganger raskere. Med sortering: Lineært søk 148,10 ganger raskere.
100000       | Not found    | Not found    | List         | 0,505100             | 0,000200 ms          | 28,923200 ms         | 28,923000 ms        Binært søk 2525,50 ganger raskere. Med sortering: Lineært søk 57,26 ganger raskere.
100000       | Not found    | Not found    | List         | 0,243500             | 0,000200 ms          | 20,980200 ms         | 20,980000 ms        Binært søk 1217,50 ganger raskere. Med sortering: Lineært søk 86,16 ganger raskere.
100000       | Not found    | Not found    | List         | 0,364500             | 0,000200 ms          | 24,269700 ms         | 24,269500 ms        Binært søk 1822,50 ganger raskere. Med sortering: Lineært søk 66,58 ganger raskere.
1000000      | 360894       | 987552       | List         | 1,102700             | 0,000500 ms          | 277,058100 ms        | 277,057600 ms       Binært søk 2205,40 ganger raskere. Med sortering: Lineært søk 251,25 ganger raskere.
1000000      | 117626       | 8958         | List         | 0,385900             | 0,000700 ms          | 259,726500 ms        | 259,725800 ms       Binært søk 551,29 ganger raskere. Med sortering: Lineært søk 673,04 ganger raskere.
1000000      | 679468       | 64356        | List         | 1,800900             | 0,000600 ms          | 268,031200 ms        | 268,030600 ms       Binært søk 3001,50 ganger raskere. Med sortering: Lineært søk 148,83 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,785900             | 0,000300 ms          | 263,122100 ms        | 263,121800 ms       Binært søk 9286,33 ganger raskere. Med sortering: Lineært søk 94,45 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,564700             | 0,000500 ms          | 253,371900 ms        | 253,371400 ms       Binært søk 5129,40 ganger raskere. Med sortering: Lineært søk 98,79 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,667100             | 0,000400 ms          | 253,779600 ms        | 253,779200 ms       Binært søk 6667,75 ganger raskere. Med sortering: Lineært søk 95,15 ganger raskere.
10000000     | 402994       | 2206449      | List         | 1,219100             | 0,001800 ms          | 2794,954900 ms       | 2794,953100 ms      Binært søk 677,28 ganger raskere. Med sortering: Lineært søk 2292,64 ganger raskere.
10000000     | 4191773      | 5502824      | List         | 10,810600            | 0,001800 ms          | 2785,368300 ms       | 2785,366500 ms      Binært søk 6005,89 ganger raskere. Med sortering: Lineært søk 257,65 ganger raskere.
10000000     | 701757       | 6773118      | List         | 1,935400             | 0,002100 ms          | 2795,969300 ms       | 2795,967200 ms      Binært søk 921,62 ganger raskere. Med sortering: Lineært søk 1444,65 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,796200            | 0,000900 ms          | 2837,233100 ms       | 2837,232200 ms      Binært søk 27551,33 ganger raskere. Med sortering: Lineært søk 114,42 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,808700            | 0,000500 ms          | 2888,396800 ms       | 2888,396300 ms      Binært søk 49617,40 ganger raskere. Med sortering: Lineært søk 116,43 ganger raskere.
10000000     | Not found    | Not found    | List         | 24,749600            | 0,000800 ms          | 2895,409300 ms       | 2895,408500 ms      Binært søk 30937,00 ganger raskere. Med sortering: Lineært søk 116,99 ganger raskere.
1000         | 697          | 347          | List         | 0,043400             | 0,048500 ms          | 0,498500 ms          | 0,450000 ms         Lineært søk 1,12 ganger raskere. Med sortering: Lineært søk 11,49 ganger raskere.
1000         | 256          | 842          | List         | 0,001000             | 0,000200 ms          | 0,318600 ms          | 0,318400 ms         Binært søk 5,00 ganger raskere. Med sortering: Lineært søk 318,60 ganger raskere.
1000         | 408          | 223          | List         | 0,001400             | 0,000300 ms          | 0,272600 ms          | 0,272300 ms         Binært søk 4,67 ganger raskere. Med sortering: Lineært søk 194,71 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002600             | 0,000100 ms          | 0,228600 ms          | 0,228500 ms         Binært søk 26,00 ganger raskere. Med sortering: Lineært søk 87,92 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003700             | 0,000100 ms          | 0,261900 ms          | 0,261800 ms         Binært søk 37,00 ganger raskere. Med sortering: Lineært søk 70,78 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002600             | 0,000200 ms          | 0,229100 ms          | 0,228900 ms         Binært søk 13,00 ganger raskere. Med sortering: Lineært søk 88,12 ganger raskere.
10000        | 621          | 4429         | List         | 0,001800             | 0,000300 ms          | 2,626900 ms          | 2,626600 ms         Binært søk 6,00 ganger raskere. Med sortering: Lineært søk 1459,39 ganger raskere.
10000        | 1322         | 7776         | List         | 0,005400             | 0,000200 ms          | 3,582500 ms          | 3,582300 ms         Binært søk 27,00 ganger raskere. Med sortering: Lineært søk 663,43 ganger raskere.
10000        | 8548         | 9772         | List         | 0,034200             | 0,000200 ms          | 3,270500 ms          | 3,270300 ms         Binært søk 171,00 ganger raskere. Med sortering: Lineært søk 95,63 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024200             | 0,000100 ms          | 1,862700 ms          | 1,862600 ms         Binært søk 242,00 ganger raskere. Med sortering: Lineært søk 76,97 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024300             | 0,000200 ms          | 1,868700 ms          | 1,868500 ms         Binært søk 121,50 ganger raskere. Med sortering: Lineært søk 76,90 ganger raskere.
10000        | Not found    | Not found    | List         | 0,024300             | 0,000200 ms          | 1,857400 ms          | 1,857200 ms         Binært søk 121,50 ganger raskere. Med sortering: Lineært søk 76,44 ganger raskere.
100000       | 10027        | 21409        | List         | 0,030500             | 0,000200 ms          | 30,288000 ms         | 30,287800 ms        Binært søk 152,50 ganger raskere. Med sortering: Lineært søk 993,05 ganger raskere.
100000       | 14221        | 68188        | List         | 0,043700             | 0,000400 ms          | 25,356900 ms         | 25,356500 ms        Binært søk 109,25 ganger raskere. Med sortering: Lineært søk 580,25 ganger raskere.
100000       | 37741        | 3157         | List         | 0,105100             | 0,000200 ms          | 22,969800 ms         | 22,969600 ms        Binært søk 525,50 ganger raskere. Med sortering: Lineært søk 218,55 ganger raskere.
100000       | Not found    | Not found    | List         | 0,301400             | 0,000200 ms          | 28,321600 ms         | 28,321400 ms        Binært søk 1507,00 ganger raskere. Med sortering: Lineært søk 93,97 ganger raskere.
100000       | Not found    | Not found    | List         | 0,304100             | 0,000200 ms          | 20,923300 ms         | 20,923100 ms        Binært søk 1520,50 ganger raskere. Med sortering: Lineært søk 68,80 ganger raskere.
100000       | Not found    | Not found    | List         | 0,362300             | 0,000200 ms          | 20,931400 ms         | 20,931200 ms        Binært søk 1811,50 ganger raskere. Med sortering: Lineært søk 57,77 ganger raskere.
1000         | 1            | 846          | List         | 0,044700             | 0,052000 ms          | 0,477300 ms          | 0,425300 ms         Lineært søk 1,16 ganger raskere. Med sortering: Lineært søk 10,68 ganger raskere.
1000         | 493          | 338          | List         | 0,001500             | 0,000200 ms          | 0,251100 ms          | 0,250900 ms         Binært søk 7,50 ganger raskere. Med sortering: Lineært søk 167,40 ganger raskere.
1000         | 823          | 317          | List         | 0,002400             | 0,000200 ms          | 0,267400 ms          | 0,267200 ms         Binært søk 12,00 ganger raskere. Med sortering: Lineært søk 111,42 ganger raskere.
1000         | Not found    | Not found    | List         | 0,003500             | 0,000200 ms          | 0,285800 ms          | 0,285600 ms         Binært søk 17,50 ganger raskere. Med sortering: Lineært søk 81,66 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002800             | 0,000100 ms          | 0,253200 ms          | 0,253100 ms         Binært søk 28,00 ganger raskere. Med sortering: Lineært søk 90,43 ganger raskere.
1000         | Not found    | Not found    | List         | 0,002800             | 0,000200 ms          | 0,257500 ms          | 0,257300 ms         Binært søk 14,00 ganger raskere. Med sortering: Lineært søk 91,96 ganger raskere.
10000        | 364          | 3614         | List         | 0,001100             | 0,000300 ms          | 3,097900 ms          | 3,097600 ms         Binært søk 3,67 ganger raskere. Med sortering: Lineært søk 2816,27 ganger raskere.
10000        | 815          | 6795         | List         | 0,003500             | 0,000300 ms          | 2,973600 ms          | 2,973300 ms         Binært søk 11,67 ganger raskere. Med sortering: Lineært søk 849,60 ganger raskere.
10000        | 6131         | 7672         | List         | 0,016500             | 0,000300 ms          | 3,201000 ms          | 3,200700 ms         Binært søk 55,00 ganger raskere. Med sortering: Lineært søk 194,00 ganger raskere.
10000        | Not found    | Not found    | List         | 0,043000             | 0,000400 ms          | 3,011200 ms          | 3,010800 ms         Binært søk 107,50 ganger raskere. Med sortering: Lineært søk 70,03 ganger raskere.
10000        | Not found    | Not found    | List         | 0,026800             | 0,000200 ms          | 2,263400 ms          | 2,263200 ms         Binært søk 134,00 ganger raskere. Med sortering: Lineært søk 84,46 ganger raskere.
10000        | Not found    | Not found    | List         | 0,027000             | 0,000100 ms          | 2,030700 ms          | 2,030600 ms         Binært søk 270,00 ganger raskere. Med sortering: Lineært søk 75,21 ganger raskere.
100000       | 60148        | 16600        | List         | 0,160200             | 0,000200 ms          | 32,283800 ms         | 32,283600 ms        Binært søk 801,00 ganger raskere. Med sortering: Lineært søk 201,52 ganger raskere.
100000       | 308          | 18510        | List         | 0,001600             | 0,000300 ms          | 27,795600 ms         | 27,795300 ms        Binært søk 5,33 ganger raskere. Med sortering: Lineært søk 17372,25 ganger raskere.
100000       | 55170        | 25837        | List         | 0,148000             | 0,000300 ms          | 26,999500 ms         | 26,999200 ms        Binært søk 493,33 ganger raskere. Med sortering: Lineært søk 182,43 ganger raskere.
100000       | Not found    | Not found    | List         | 0,268000             | 0,000200 ms          | 27,649200 ms         | 27,649000 ms        Binært søk 1340,00 ganger raskere. Med sortering: Lineært søk 103,17 ganger raskere.
100000       | Not found    | Not found    | List         | 0,266300             | 0,000200 ms          | 23,436500 ms         | 23,436300 ms        Binært søk 1331,50 ganger raskere. Med sortering: Lineært søk 88,01 ganger raskere.
100000       | Not found    | Not found    | List         | 0,281300             | 0,000200 ms          | 23,932100 ms         | 23,931900 ms        Binært søk 1406,50 ganger raskere. Med sortering: Lineært søk 85,08 ganger raskere.
1000000      | 901575       | 14878        | List         | 2,373600             | 0,005200 ms          | 255,141200 ms        | 255,136000 ms       Binært søk 456,46 ganger raskere. Med sortering: Lineært søk 107,49 ganger raskere.
1000000      | 492394       | 857257       | List         | 1,517800             | 0,000400 ms          | 265,988500 ms        | 265,988100 ms       Binært søk 3794,50 ganger raskere. Med sortering: Lineært søk 175,25 ganger raskere.
1000000      | 817907       | 379366       | List         | 2,316200             | 0,000600 ms          | 264,031900 ms        | 264,031300 ms       Binært søk 3860,33 ganger raskere. Med sortering: Lineært søk 113,99 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,648000             | 0,000200 ms          | 257,821800 ms        | 257,821600 ms       Binært søk 13240,00 ganger raskere. Med sortering: Lineært søk 97,36 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,647300             | 0,000300 ms          | 253,624900 ms        | 253,624600 ms       Binært søk 8824,33 ganger raskere. Med sortering: Lineært søk 95,81 ganger raskere.
1000000      | Not found    | Not found    | List         | 2,652800             | 0,000200 ms          | 257,135200 ms        | 257,135000 ms       Binært søk 13264,00 ganger raskere. Med sortering: Lineært søk 96,93 ganger raskere.
10000000     | 1644986      | 2483241      | List         | 6,085400             | 0,001900 ms          | 2910,958400 ms       | 2910,956500 ms      Binært søk 3202,84 ganger raskere. Med sortering: Lineært søk 478,35 ganger raskere.
